title,address,price,area,bath,room,property_type,description,year,parking,near_cc,near_school,near_parks,near_avenue,security,elevator,rest_area,pool
VENTA CASA DE PLAYA CONDOMINIO ASIA BONITA,"Condominio Asia Bonita, Asia, Perú  Asia, Cañete, Lima",169300.0,122,2,4,Casa,VENTA CASA DE PLAYA-CONDOMINIO ASIA BONITA (Km. 108).Sarapampa Asia Cañete,2016,1,1,1,1,1,0,0,1,0
Venta de casa de playa en el condominio La Jolla Asia,"CONDOMINIO La Jolla, Carretera Panamericana Sur, Asia, Perú  Asia, Cañete, Lima",750000.0,300,8,7,Casa,Vendo casa de lujo de Playa en Asia en:,0,1,1,0,0,1,1,0,1,0
"En Venta: Simpática Casa de Playa en Primera Fila en Punta Corrientes, Km 122.3","Punta Corrientes, Cerro Azul, Perú  Cerro Azul, Cañete, Lima",180000.0,200,2,3,Casa,"La Asociacón Punta Corrientes se encuentra en el km 122,3 de la Panamericana Sur, solamente 1h y 15min de Lima. Es una playa muy simpática, familiar, segura y amplia. La casa se ubica en primera fila con excepcional vista al mar. Fácil aceso a la playa con escaleras.",0,1,0,0,0,0,0,0,1,0
"Casa En La Playa: Condominio Asia Del Sol, Sarapampa","Condominio Asia del Sol, 1S, Asia, Perú  Asia, Cañete, Lima",160000.0,172,2,3,Casa,"Sol, Brisa y Privacidad.",2011,1,0,0,0,0,0,0,0,0
EN VENTA HERMOSA CASA CON PISCINA EN HUANCHACO,"Huanchaco, Trujillo, Perú  Distrito de Huanchaco, Trujillo, La Libertad",365000.0,210,7,5,Casa,"En VENTA, Bonita y Acogedora CASA de PLAYA de 3 pisos, PISCINA con iluminación decorativa, ubicada en el balneario de Huanchaco",0,1,0,0,0,0,0,0,1,1
VENTA DE CASA,"Grocio Prado, Chincha, Ica",210000.0,1500,4,4,Casa,VENTA DE HERMOSA CASA EN GROCIO PRADO,2000,1,0,0,0,1,0,0,1,0
CASA EN VENTA EN CONDOMINIO,"Condominio Vía Valle, Alto Laran, Chincha, Perú  Alto Laran, Chincha, Ica",650000.0,1498,4,4,Casa,🎯CASA EN VENTA EN EXCLUSIVO CONDOMINIO - CHINCHA,2018,1,0,1,0,0,0,0,1,0
Dpto en Condominio Villa del Sol,"Sunampe, Chincha, Ica",60000.0,121,2,3,Departamento,"Se Vende, lindo dpto de 120.67 m2, dentro de Condominio en Sunampe, tranquilo y muy seguro, el dpto consta de 03 dormitorios, el dormitorio principal con baño incorporado, un baño completo para los dormitorios secundarios, sala, comedor con buena iluminación y ventilación, cocina abierta con reposteros altos y bajos.",2011,1,0,0,0,0,0,0,1,0
VENTA DE CASA,"Sunampe, Chincha, Ica, PER  Sunampe, Chincha, Ica",550000.0,768,4,4,Casa,CHINCHA ALTA,2007,1,0,0,1,1,0,0,1,0
"VENDO CASA - MANSIÓN EN CHINCHA ALTA / PRECIO USD 560.000 DÓLARES NEGOCIABLES / A LA ESPALDA DE LA PLAZA MEGA EXPRESS CON 4 BUNGALOW / ÁREA TOTAL DE LOS DOS TERRENOS: 1,706 M2.","Chincha Alta, Provincia de Chincha, Ica",560000.0,1706,7,8,Casa,"VENDO CASA - MANSIÓN EN CHINCHA ALTA PRECIO USD 560.000 DÓLARES NEGOCIABLES, A LA ESPALDA DE LA PLAZA MEGA EXPRESS CON 4 BUNGALOW, ÁREA TOTAL DE LOS DOS TERRENOS: 1,706 M2.",2010,1,1,1,1,1,0,0,1,0
VENTA DE LINDA CASA DE CAMPO EN CONDOMINIO HOJA REDONDA-CHINCHA,"El Carmen, Chincha, Ica",175000.0,1000,4,5,Departamento,"DISFRUTA DE UNO DE LOS MEJORES CLIMAS, VIVE EN CHINCHA.",0,1,1,0,0,1,0,0,1,0
VENTA DE CASA GROCIO PRADO,"Grocio Prado, Chincha, Ica",210000.0,1690,3,4,Casa,⚡️OPORTUNIDAD ÚNICA‼️‼️,1980,1,0,0,1,0,0,0,1,0
Se vende Casa de 3 pisos en Sunampe Ica,"HRFP+HR5 Sunampe, Perú  Sunampe, Chincha, Ica",139500.0,400,8,5,Casa,"Banco vende Local en Ica, Sunampe",2016,0,0,0,0,1,0,0,0,0
REMATO CASA DE CAMPO🏡CONDOMINIO CAMPOS DE SAN JOSÉ CHINCHA🍇,"El Carmen, Chincha, Ica",250000.0,3000,3,3,Casa,Hola!👋 🪴VENDO‼️,1917,0,0,0,0,1,0,0,1,0
LINDA CASA DE CAMPO CON PRECIOSA ÁREA VERDE y ÁRBOLES FRUTALES 🔆🏡,"Chincha Baja, Chincha, Ica",200000.0,1000,2,3,Casa,LINDA CASA DE CAMPO CON PRECIOSA ÁREA VERDE y ÁRBOLES FRUTALES 🔆🏡,0,1,0,0,0,0,0,0,1,0
Punta Hermosa Se Vende Bella Casa En Playa Caballeros Primera Fila Frente Al Mar,"Condominio La Ponderosa, Distrito de El Carmen, Provincia de Chincha, Perú  El Carmen, Chincha, Ica",1250000.0,430,7,6,Casa,"Moderna casa de 4 niveles con ascensor en todos los pisos, acabados de primera vista al mar.",2018,0,0,0,0,0,0,1,0,0
se vende departamento de estreno en comas,"Virgen Del Carmen 351, Comas, Perú  Comas, Lima, Lima",43000.0,75,2,3,Departamento,El departamento se encuentra en el 3° piso cuenta con:,2022,0,0,0,1,0,0,0,1,0
VENTA DE CASA EN URB. SAN ISIDRO DE 3 PISOS Y AZOTEA – ICA,"Urb San Isidro, Ica, Perú  Pueblo Nuevo, Chincha, Ica",300000.0,197,6,9,Casa,"Venta de amplia casa de 3 pisos y azotea en la Urb. San Isidro ubicado frente a MC GRILL y a media cuadra de la Av. San Martin, cuenta con muy buenas distribuciones internas y con una muy buena ubicación para vivienda o desarrollo de proyecto para cualquier tipo de empresa, muy cerca de los puntos principales del centro de ICA y a 1 minuto de C.C Plaza el Sol, cerca de las universidades, bancos, cajas, institutos, colegios, tiendas comerciales, 6 minutos de huacachina y a 5 minutos de la plaza central de ICA.",0,1,1,1,1,1,0,0,1,0
Casa Amoblada En Condominio En Chincha En La Playa,"Condominio Playa del Carmen, Chincha Baja, Chincha, Perú  El Carmen, Chincha, Ica",240000.0,440,4,5,Casa,¿Quieres tener tu casa de playa en un exclusivo condominio y frente al mar?,2018,1,0,0,0,0,0,0,1,0
"Venta de Casa de Campo en Chincha C.P. San Pedro de Pilpa, Distrito Sunampe, Provincia Chincha, Departamento de Ica.","Sunampe, Chincha, Ica",180000.0,676,3,4,Casa,"Venta de Casa de Campo en Chincha C.P. San Pedro de Pilpa, Distrito Sunampe, Provincia Chincha, Departamento de Ica.",2008,1,0,0,0,0,0,0,1,0
ID 1040490 Vendo Casa Con Piscina Colan Lado Sur Segunda Fila Jerivera,"Colan, Paita, Piura",130000.0,660,5,7,Casa,VENDO CASA CON PISCINA EN COLÁN LADO SUR.,0,0,0,0,0,0,0,0,0,1
"Venta Casa Paita, Ciudad Del Pescador PAITA-PIURA // ID 1023619","Paita, Paita, Piura",83116.0,162,3,5,Casa,¡Oportunidad en venta¡,0,0,0,0,0,0,0,0,0,0
"VENDO CASA EN PLAYA CABO BLANCO, TALARA - PIURA.","El Alto, Talara, Piura",48649.0,100,2,2,Casa,"Vendo casa de playa en Cabo Blanco, Talara-Piura. Tiene titulo de propiedad y partida electrónica. Cuenta con sala, comedor, cocina, 2 habitaciones matrimoniales; la principal con baño, y 1 baño de visitas completo.",0,0,0,0,1,0,0,0,1,0
VENTA DE CASA DE CAMPO EN HUANCHACO - TRUJILLO,"Distrito de Huanchaco, Trujillo, La Libertad",350000.0,274,6,4,Casa,"Amplia casa de campo de 1162 m2 de terreno, ubicada en Huanchaco, en una zona tranquila, libre de ruido y contaminación ambiental. A 8 minutos de la playa y del Aeropuerto Carlos Martínez de Pinillos, a 10 minutos del Mall Aventura Plaza. Frente a Ruinas de Chan Chan.",0,0,0,0,0,0,0,0,0,0
"Hermosa Casa De Playa Con Piscina En Huanchaco 869m² $270,000.00","Huanchaco, Trujillo, Perú  Huanchaco, Trujillo, La Libertad",270000.0,889,5,7,Casa,"Hermosa Casa de playa con amplios espacios, iluminados y ventilados, su área de terrenos es At: 522 metros, ideal para una familia que desea albergar buenas experiencias, cuenta con piscina, habitaciones con baño, jardines amplios y estacionamiento para 5 autos.",2018,1,0,1,1,1,0,0,1,1
CASA DE PLAYA HUANCHACO TRUJILLO,"Distrito de Huanchaco, Trujillo, La Libertad",800000.0,584,5,7,Casa,"Cálida y linda casa de playa de 5 pisos, amoblada y excelente vista panorámica.",0,1,0,0,0,0,0,0,0,0
Se Vende Amplia Casa De Playa Frente Al Mar Huanchaco,"WV6J+565 Huanchaco, Perú  Huanchaco, Trujillo, La Libertad",1200000.0,1179,5,5,Casa,"¿Estas buscando una casa amplia con vista espectacular hacia el mar, en zona tranquila y lejos del ruido?",0,0,0,0,0,0,0,0,0,0
Casa en Venta en Huanchaco con Acabados de Estreno,"San Pedro 520, Huanchaco 13000, Perú  Distrito de Huanchaco, Trujillo, La Libertad",174073.0,289,4,4,Casa,¡GRAN OPORTUNIDAD!,2021,1,0,0,1,1,0,0,0,0
VENDO HERMOSA CASA PLAYA EXCELENTE UBICACIONCERCA AL MAR,"Huanchaco, Trujillo, La Libertad",228.0,320,2,3,Casa,"Hermosa casa de playa a unas cuadras del mar excelente zona de huanchaco, donde puedes disfrutar de la tranquilidad en familia",2000,1,0,1,1,1,0,0,1,0
CASA DE CAMPO EN PUCUSANA,"Chilca, Provincia de Cañete, Gobierno Regional de Lima",320000.0,287,3,3,Casa,"Casa de campo en el condominio El Olivar, en Pucusana. A 5 minutos de la playa.",0,1,0,0,1,0,0,0,1,0
Venta de Casa de Playa - Las Arenas Asia de 225 m²,"Playa Las Arenas, Antigua Carretera Panamericana Sur, Asia, Perú  Lurin, Lima, Lima",580000.0,225,6,6,Casa,Bella Casa de Playa en,0,1,0,0,0,0,0,0,0,0
Departamento Frente Al Mar (Canoas De Punta Sal),"Canoas, Contralmirante Villar, Tumbes",76216.0,60,2,2,Departamento,Ahora nada es más seguro que tu departamento privado frente al mar .,2015,0,0,0,0,0,0,0,0,0
Verano Todo El Año !! Departamento Familiar Frente Al Mar (Canoas De Punta Sal),"Canoas, Contralmirante Villar, Tumbes",76216.0,60,2,2,Departamento,Ahora nada es más seguro que tu departamento privado frente al mar .,2015,0,0,0,0,0,0,0,0,1
"VENDO PRECIOSA CASA 1era fila, PLAYA LAS ARENAS, ASIA","Playa Las Arenas, Antigua Carretera Panamericana Sur, Asia, Perú  Lurin, Lima, Lima",490000.0,320,6,5,Casa,"PRECIOSA CASA EN PRIMERA FILA, cuenta con 5 dormitorios cada uno con baño incluido el dormitorio principal tiene una terraza interna con hamaca y vista al mar y sunset ,dos salas una frente al mar y otra parte posterior , comedor frente al mar ,cocina ,depósito , cuarto y baño de servicio con 4 camas ,cochera asignada para dos autos. Se vende amoblada.",2008,1,0,0,1,0,0,0,1,0
OPORTUNIDAD HOTEL EN ZORRITOS EN VENTA Playa Bonanza!!!🏖️,"Acapulco Tumbes, Perú  Zorritos, Contralmirante Villar, Tumbes",445000.0,690,14,11,Casa,OPORTUNIDAD HOTEL EN ZORRITOS EN VENTA,0,1,0,0,0,0,0,0,1,0
MUY LINDA CASA DE PLAYA EN VENTA EN PUNTA SAL,"Punta Sal, Perú  Canoas de Punta Sal, Contralmirante Villar, Tumbes",350000.0,473,5,7,Casa,Areas,0,1,0,0,0,0,0,0,1,0
Vendo una preciosa casa en el Condominio Punta Sal. Al lado del Punta Sal Suits & Bungalows Resort,"Punta Sal, Perú  Canoas de Punta Sal, Contralmirante Villar, Tumbes",750000.0,525,4,4,Casa,"Es la cuarta casa en primera fila en el Condominio Punta Sal, a pocos metros del Hotel Punta Sal Suits & Bungalows Resort, en Tumbes.",0,1,0,0,0,0,0,0,1,0
"En Venta casa de playa amoblada y equipada, lista para ocupar","Playa Los Lobos, Cerro Azul, Perú  Cerro Azul, Cañete, Lima",135000.0,140,2,4,Casa,Hermosa casa de 2 pisos con mirador a la playa.,2001,1,1,0,0,1,0,0,1,0
Un paraíso frente al mar: Bienvenido a Club Playa Las Palmeras,"Las Palmeras, Cerro Azul, Perú  Cerro Azul, Cañete, Lima",300000.0,240,4,4,Casa,¿Listo para vivir el estilo de vida de tus sueños frente al mar?,2018,0,0,0,0,0,0,0,0,0
"SE VENDE CASA DE PLAYA EN CALLE COMERCIO, CERRO AZUL","Jirón Comercio, Cerro Azul, Perú  Cerro Azul, Cañete, Lima",290000.0,200,7,5,Casa,"SE VENDE CASA DE PLAYA EN CALLE COMERCIO, CERRO AZUL",2006,1,1,0,0,1,0,0,0,0
LINDA CASA EN PLAYA ISLA DEL SOL (PLAYA GALLARDO) Ubicada en Panamericana Sur Km. 123.1,"Playa Condominio Isla del Sol, 1S, Cerro Azul, Perú  Cerro Azul, Cañete, Lima",175000.0,160,3,4,Casa,"La casa está en segunda fila. Ubicada cerca a la Piscina, Club-house y canchas de deportes.",0,1,0,0,0,0,0,0,1,1
"PLAYA LOS LOBOS, KM 127 PANAMERICANA, CERRO AZUL, CAÑETE","Playa Los Lobos, Cerro Azul, Perú  Cerro Azul, Cañete, Lima",68500.0,252,1,2,Casa,OCASIÓN!!!! - CASA DE PLAYA - PLAYA LOS LOBOS - 252M2,0,0,0,0,0,0,0,0,0,0
"Se Vende Hermosa Casa de Playa en Lobitos, Cerro Azul","Playa Los Lobos, Cerro Azul, Perú  Cerro Azul, Cañete, Lima",180000.0,250,2,4,Casa,"Se Vende Hermosa Casa de Playa en Lobitos, Cerro Azul",0,1,0,0,0,0,0,0,1,0
VENTA CASA CONDOMINIO PLAYA AZUL,"Playa Azul, Cerro Azul, Perú  Cerro Azul, Cañete, Lima",280000.0,110,3,4,Casa,UBICACIÓN: Km 27 de la Panamericana Sur - Cero Azul,0,0,0,0,0,0,0,0,0,0
En Venta: Bella Casa en Punta Corrientes en Primera Fila - Espectacular Vista al Mar,"Playa Punta Corrientes, Carr. Panamericana Sur, Cerro Azul, Perú  Cerro Azul, Cañete, Lima",250000.0,200,4,4,Casa,"Esta bella casa se encuentra sobre una loma, en primera fila con una espectacular vista al mar y a la playa de dos de los dormitorios. Casa muy bien conservada, tiene 4 dormitorios para 12 personas, bella cocina abierta con muy buena linea blanca, terraza y piscina, cuarto y baño de servicio. Cuarto principal tiene balcón con vista al mar, walk in closet y baño incorporado. Cada dormitorio tiene el baño incorporado. La casa tiene un estacionamiento techado y hay muchos estacionamientos de visita de la asociación.",0,1,0,0,0,0,0,0,1,1
OCASIÓN VENDO CASA 1ra fila + DEPARTAMENTO EN TOYO SECO PUERTO FIEL 7 DORMITORIOS,"Toyo Seco, Cerro Azul, Perú  Cerro Azul, Provincia de Cañete, Gobierno Regional de Lima",260000.0,250,6,7,Casa,"Vendo casa mas departamento en playa Toyo seco puerto fiel, se ubica en 1ra fila elevada, espectacular vista al mar.",2000,1,0,0,0,1,0,0,1,0
LINDA Y FUNCIONAL CASA DE PLAYA CON VISTA AL MAR EN CONDOMINIO PRIVADO,"Cerro Azul, Cañete, Lima, PER  Cerro Azul, Cañete, Lima",265000.0,230,3,3,Casa,LINDA Y FUNCIONAL CASA DE PLAYA CON VISTA AL MAR EN CONDOMINIO PRIVADO,0,1,0,0,0,0,0,0,1,0
"Se Vende Casa De Playa Con Piscina En Condominio Isla Del Sol, Playa Gallardo, Cañete","Playa Condominio Isla del Sol, 1S, Cerro Azul, Perú  Cerro Azul, Cañete, Lima",140000.0,200,5,5,Casa,"SE VENDE HERMOSA CASA DE PLAYA EN CONDOMINIO ISLAS DEL SOL, PLAYA GALLARDO , KM 123 PANAMERICANA SUR.",0,0,0,0,0,0,0,0,0,0
"VENDO CASA EN PUERTO FIEL, CERRO AZUL","Puerto Fiel, Cerro Azul, Perú  Cerro Azul, Cañete, Lima",103000.0,240,5,6,Casa,CONTACTAR CON CECILIA RUIZ AL,2010,0,0,0,0,0,0,0,0,0
VENDO CASA DE PLAYA -2 PISOS – PLAYA LOMAS DE TOYO SECO – CERRO AZUL – CAÑETE,"Lomas de Toyo Seco, Cerro Azul, Perú  Cerro Azul, Cañete, Lima",150000.0,218,3,3,Casa,VENDO CASA DE PLAYA -2 PISOS –,0,1,0,0,0,0,0,0,1,0
MODERNA CASA DE PLAYA TOTALMENTE EQUIPADA Y AMOBLADA EN PLAYA CERRO COLORADO,"Cerro Azul, Provincia de Cañete, Gobierno Regional de Lima",260000.0,264,5,4,Casa,MODERNA CASA DE PLAYA TOTALMENTE EQUIPADA Y AMOBLADA EN PLAYA CERRO COLORADO,2008,1,0,0,0,0,0,0,1,0
Vendo hermosa casa en 2da fila de diseñador en playa Cerro Colorado km. 128 Panamericana Sur,"Playa Cerro Colorado, Cerro Azul, Perú  Cerro Azul, Provincia de Cañete, Gobierno Regional de Lima",370000.0,264,5,5,Casa,Se vende preciosa casa de playa en condominio Cerro Colorado en 2da fila.,2011,1,0,0,0,0,0,0,1,0
SE VENDE CASA EN PLAYA CERRO COLORADO,"Cerro Azul, Provincia de Cañete, Gobierno Regional de Lima",370000.0,264,4,5,Casa,A.T. : 264 mts2,2015,1,0,0,0,0,0,0,0,0
CASA + MINIDEPA A LA VENTA EN CEDROS DE VILLA ( A 3 CUADRAS DE LA ENTRADA DE LA ENCANTADA DE VILLA),"Alameda Los Horizontes 714, Lima 15067, Perú  Chorrillos, Provincia de Lima, Provincia de Lima",214900.0,174,4,5,Casa,"Si estas pensando en emprender y poner tu negocio la ¡ubicación es la ideal! Es una excelente oportunidad, ubicada en avenida principal con un alto transito de personas. Ideal para que puedas poner un restaurante o una Fuente de Soda, Boticas o Tienda. (anteriormente funciono una Botica / Farmacia por lo que no hay problema con licencias municipales)",1987,1,0,1,1,1,0,0,1,0
VENDO CASA EN CHORRILLOS CEDROS DE VILLA,"Chorrillos, Lima, Lima",220000.0,176,2,4,Casa,Vendo Casa en La Urbanización Cedros de Villa - Chorrillos,2000,1,0,1,1,0,0,0,1,0
Ocasión!! Amplia e iluminada casa amoblada en venta Chorrillos,"Alameda El Triangulo, Cercado de Lima, Perú  Chorrillos, Provincia de Lima, Provincia de Lima",245000.0,410,4,5,Casa,"Ocasión!! Amplia e iluminada casa amoblada en venta, para disfrutar de la vida en la playa dentro de la ciudad",1999,1,1,1,1,1,0,0,1,0
Vendo casa en la Urbanización Cedros de Villa - Chorrillos,"Chorrillos, Lima, Lima",220000.0,176,3,4,Casa,📞𝗖𝗢𝗡𝗧𝗔𝗖𝗧𝗢:,1998,1,1,1,1,1,0,0,1,0
CASA VENTA LA ENCANTADA FRENTE A PARQUE,"Parque Los Cocoteros, La Encantada De Villa, Chorrillos, Perú  Chorrillos, Provincia de Lima, Provincia de Lima",580000.0,360,4,4,Casa,"CASA FRENTE A PARQUE LOS COCOTEROS CON A.T. 360 m2 Y A.C. 360 m2 EN DOS PLANTAS. CASA CON TECHOS ALTOS, SUPER ILUMINADA, PISOS Y PUERTAS DE MADERA PUMAQUIRO Y CEDRO MUY BIEN MANTENIDAS. A DOS CUADRAS DE LA PLAYA PERO DEL DORMITORIO PRINCIPAL TIENE VISTA AL PARQUE COCOTEROS Y AL MAR.",2000,1,1,1,1,1,0,0,1,0
VENTA DE CASA EN CHILCA,"Chilca, Cañete, Lima, PER  Chilca, Cañete, Lima",150000.0,90,5,4,Casa,CONTACTO: SANDRA CACERES RIVERA,2023,1,0,0,0,1,0,0,1,0
SE VENDE CASA EN CHILCA,"Las Salinas, Antigua Panamericana Sur, Chilca, Perú  Chilca, Cañete, Lima",140000.0,288,2,4,Casa,"CASA DE PLAYA EN CHILCA EN URB SALINAS A UNA CUADRA DE LA LAGUNA MELLICERA, A POCAS CUADRAS DE LA PLAYA.",2016,1,0,0,0,0,0,0,1,0
"VENTA CASA, LA PUNTA, SAMUEL PASTOR – CAMANÁ","Samuel Pastor, Camaná, Perú  Samuel Pastor, Camaná, Arequipa",65000.0,200,3,5,Casa,"Se vende casa en casco rojo de 2 pisos, en la Punta – Camaná, frente al hotel Renamar. Cuenta con excelente distribución, listo para que pueda colocar los acabados de tu preferencia. Tiene proyección para construir el tercer piso.",0,1,1,1,1,1,0,0,0,0
VENTA INMUEBLE CERCA A PLAZA ARMAS DE CAMANÁ - CAMANÁ,"Jr. Nicolas de Pierola 330, Camaná 04451, Perú  Camana, Camaná, Arequipa",450000.0,1267,9,15,Casa,¡¡¡VENTA!!! INMUEBLE CERCA A PLAZA DE ARMAS DE CAMANÁ - CAMANÁ,0,1,1,1,1,1,0,0,1,0
"Venta de casa de playa en primera fila, Condominio las Gaviotas, Asia, Cañete.","6C85+3GM, Asia 15690, Perú  Asia, Provincia de Cañete, Gobierno Regional de Lima",269000.0,200,4,4,Casa,"Casa de playa de 19 años de antigüedad se encuentra ubicada en el Condominio Las Gaviotas, Vía a Cayma y Mar Azul, Asia, Provincia de Cañete, Perú. Con 200 m2 de área total y 250 m2 de área construida, esta propiedad cuenta con un total de 4 cuartos, 4 baños mas cuarto y baño de servicio 2 estacionamientos para los residentes. Esta espaciosa propiedad, lista para recibir visitas, te ofrece la posibilidad de disfrutar de un descanso inolvidable junto al mar. Sólo completa tus datos para programar una cita y visitar la propiedad.",0,1,1,0,1,1,1,0,1,0
EXCELENTE OPORTUNIDAD DE CASA DE PLAYA EN CONDOMINIO PRIVADO,"Asia, Cañete Province, Lima Region",174000.0,175,4,4,Casa,"Excelente Casa en Condominio Privado Asia Azul en la Panamericana Sur km 107.5. En total 2 plantas mas terraza en 3° nivel. Primer Nivel: Sala, comedor, baño de visita, cocina con muebles altos y bajos, tablero de granito, cuarto y baño de servicio, amplia lavandería, patio. Terraza con jardín exterior. Segundo Nivel: 3 Dormitorios amplios el principal con baño incorporado y walk in closet, los otros dos dormitorios comparten un baño completo. Tercer Nivel : Consta con terraza, parrilla, lavadero y toldo. El condominio cuenta con áreas comunes como, canchas de tenis, frontón, fútbol, piscinas amplias, salones de juegos de mesa, jardines, parques internos, juegos para niños, restaurante, tópico, tienda entre otros. Seguridad 24h Excelente inversión oportunidad de compra. A 15 minutos del Boulevard de Asia.",2015,1,1,0,0,0,1,0,1,1
OPORTUNIDAD CASA DE CAMPO Y PLAYA 2 EN 1 EN CHOCALLA ASIA KM 92.5,"Playa Chocalla, Asia, Perú  Asia, Provincia de Cañete, Gobierno Regional de Lima",259000.0,750,4,4,Casa,"CHOCALLA..!!..Casa de campo y playa, 2 en 1,..Km. 92.5 Panamericana Sur, AT: 750m2, AC: 220m2.",0,1,0,0,0,0,0,0,1,0
VENTA DEPARTAMENTO ASIA PARA CASA DE PLAYA,"Condominio Asia Soleil, Asia, Perú  Asia, Cañete, Lima",135000.0,75,2,2,Casa,**VENTA DEPARTAMENTO ASIA PARA CASA DE PLAYA,0,1,1,0,0,1,0,0,1,0
EN VENTA AMPLIA CASA DE CAMPO EN MALA,"1S, Asia, Cañete, Lima, 15690, PER  Asia, Cañete, Lima",540000.0,3000,2,2,Casa,EN VENTA AMPLIA CASA DE CAMPO EN MALA,2018,1,0,0,0,0,0,0,1,0
Linda Casa Playa Del Golf Con Vista Espectacular!!,"Asia del Sur, Asia 15690, Perú  Asia, Cañete, Lima",650000.0,390,3,4,Casa,CASA CON VISTA AL MAR y A LA CANCHA DE GOLF!!!,2014,0,0,0,0,0,0,0,0,0
"EN VENTA PRECIOSA CASA EN EXCLUSIVO CONDOMINIO DE ASIA, PLAYA CORAL","Asia, Cañete, Lima",350000.0,203,4,5,Casa,"EN VENTA PRECIOSA CASA EN EXCLUSIVO CONDOMINIO DE ASIA, PLAYA CORAL",2018,1,0,0,0,0,0,0,1,0
"ÁMPLIA CASA DE PLAYA EN VENTA CON VISTA AL MAR EN PLAYA GAVIOTAS, ASIA","Gaviotas, Asia, Perú  Asia, Cañete, Lima",340000.0,294,6,6,Casa,"Ámplia casa de playa con vista al mar en venta en playa Las Gaviotas, Asia, KM 100 de la Panamericana Sur. Las Gaviotas es la última playa que pertenece a la asociación APRILS.",0,1,0,0,0,0,0,0,1,0
"CASA DE PLAYA EN PRIMERA FILA, PLAYA DEL SOL, ASIA","Asia, Cañete, Lima, PER  Asia, Cañete, Lima",795000.0,330,5,5,Casa,Linda casa en PRIMERA fila en la exclusiva PLAYA DEL SOL en Asia en venta. Se encuentra una linda terraza con jacuzzi y vista a la playa y mar. Los atardeceres del sol son espectaculares! La piscina es temperada con paneles del sol.,0,1,0,0,0,0,0,0,1,1
Venta De Casa De Playa En Condominio Asia Del Sur,"Condominio Las Lomas de Asia, Asia del Sur, Asia, Perú  Asia, Cañete, Lima",155000.0,123,3,4,Casa,Hermosa casa de playa con vista a la playa a menos de 100m y con acceso privado a la playa Sarapampa en el Km 107 de la Panamericana Sur.,2011,1,0,0,0,0,0,0,0,0
"Bella casa en condominio de 3 pisos en 4ta fila amoblada y equipada, vista a la calle, terraza, jardín y piscina Playa Las Arenas","Playa Las Arenas, Antigua Carretera Panamericana Sur, Asia, Perú  Asia, Provincia de Cañete, Gobierno Regional de Lima",400000.0,256,6,5,Casa,"3 Pisos, Fila 4, 7 años de antigüedad, Vista a la Calle, Impecable, Tres Plantas, Parámetros para 3 piso.",0,0,0,0,0,0,0,0,1,0
VENTA en Playa Gaviotas.,"Las Gaviotas, Asia, Perú  Asia, Cañete, Lima",320000.0,200,3,4,Casa,"Linda casa remodelada, muy bien ubicada en segunda fila, con vista al mar desde el segundo piso y rodeada de jardín.",0,1,0,0,0,0,0,0,1,1
VENTA PLAYA PALABRITAS CASA DE PLAYA,"Playa Palabritas, Asia, Perú  Asia, Cañete, Lima",318900.0,240,4,4,Casa,ACOGEDORA CASA DE PLAYA EN CONDOMINIO DE PLAYA PALABRITAS,0,1,1,0,1,0,0,0,1,0
CASA DE PLAYA EN VENTA - MARINA LANCHEROS,"Ancon, Provincia de Lima, Provincia de Lima",1190000.0,1138,8,8,Casa,ESPECTACULAR y MODERNA CASA DE PLAYA DOBLE CON VISTA A LA BAHIA DE ANCON.,2017,1,0,0,0,0,0,0,1,0
EN VENTA CASA DE PLAYA!,"Las Colinas, Ancón, Perú  Ancon, Provincia de Lima, Gobierno Regional de Lima",60000.0,93,1,2,Casa,"¿Estás en busca de una CASA DE PLAYA?... Hemos seleccionado una de las mejores casas de playa frente al MAR, está ubicado exactamente en las Colinas de Playa Hermosa.",0,0,0,0,0,0,0,0,0,0
VENTA ó ALQUILER DE CASA DE PLAYA EN ANCON - PLAYA HERMOSA,"Ancon, Provincia de Lima, Provincia de Lima",329000.0,246,3,4,Casa,HERMOSA CASA DE PLAYA CON VISTA AL MAR EN PLAYA HERMOSA CERCA AL YACHT CLUB DE ANCON.,1966,1,0,0,0,0,0,0,1,0
CASA DE PLAYA EN VENTA - MARINA LANCHEROS,"Ancon, Provincia de Lima, Provincia de Lima",690000.0,1571,4,4,Casa,ESPECTACULAR CASA DE PLAYA DE ESTRENO CON VISTA A LA BAHIA DE ANCON.,2023,1,0,0,0,0,0,0,1,0
VENDO ESTUPENDO DEPARTAMENTO 3D / 2B / 2EST / 1DEP EN PQUE TRADICIONES - NEGOCIABLEIRAFLORES (NEGOCIABLE),"Av. Ricardo Palma 950, Miraflores, Perú  Miraflores, Lima, Lima",240000.0,110,2,3,Departamento,"Experimenta vivir cerca a un lindo y céntrico Parque Tradiciones, a unos minutos de Larco, con acceso a vías como Av. Benavides, Roca y Bologna, centros comerciales, bancos, mercados.",2011,1,1,0,1,1,0,0,0,0
"Venta De Casa De Playa En Mala, Condominio Moravia","Urb. moravia, Mala, Cañete, Lima, Peru  Provincia de Cañete, Gobierno Regional de Lima",297383.0,237,5,6,Casa,"MantyObras Inmobiliaria tiene a la venta una CASA DE PLAYA a la rivera del mar, en la Urb. Moravia, Distrito de Mala, Provincia de Cañete, Departamento de Lima.",0,0,0,0,0,0,0,0,1,0
