area,baths,description,facilities,location,location_address,nearby_locations,price,property_type,property_url,rooms,title,year
67m²,2,- DEPARTAMENTO DE ESTRENO EN URB EL CONDOR - CALLAO,['Gas natural'],"El Condor, Callao, Perú  Callao, Callao, Callao","El Condor, Callao, Perú","[' Cerca de avenidas principales, ', ' Cerca de centros comerciales, ', ' Cerca de parques, ', ' Cerca de escuelas ']",US$57.000,Departamento,https://casas.trovit.com.pe/listing/vendo-departamento-de-estreno-en-urb-el-condor-callao.23d1e274-815f-42a1-ae97-990d27a81848,3,Vendo Departamento De Estreno En Urb El Condor Callao,2016
73m²,2,Bonito Departamento de estreno en venta.,"['Cocina equipada', 'Completamente amoblado']","Ate, Lima, Lima","Ate, Lima, Lima","[' Cerca de avenidas principales, ', ' Cerca de centros comerciales, ', ' Cerca de parques, ', ' Cerca de escuelas ']",US$85.000,Departamento,https://casas.trovit.com.pe/listing/departamento-de-estreno-ate-puruchuco.45141afc-c1e7-4998-9a2b-7fd6fd20acad,3,DEPARTAMENTO DE ESTRENO - ATE - PURUCHUCO,
65m²,2,DEPARTAMENTO DE ESTRENO EN URB EL CONDOR - CALLAO,['Gas natural'],"El Condor, Callao, Perú  Callao, Callao, Callao","El Condor, Callao, Perú","[' Cerca de avenidas principales, ', ' Cerca de centros comerciales, ', ' Cerca de parques, ', ' Cerca de escuelas ']",US$57.000,Departamento,https://casas.trovit.com.pe/listing/vendo-departamento-de-estreno-en-el-callao.b67750c3-42ab-4fc7-89e7-691af3b3ff87,2,Vendo Departamento De Estreno En El Callao,2016
68m²,1,Ubicado en plena Avenida Tomás Valle costado del Mercado Santa Rosa.,['Parcialmente amoblado'],"Avenida Tomás Valle, Ciudad Satélite Santa Rosa, Lima, Perú  Callao, Callao, Callao","Avenida Tomás Valle, Ciudad Satélite Santa Rosa, Lima, Perú","[' Cerca de avenidas principales, ', ' Cerca de centros comerciales, ', ' Cerca de parques ']",US$58.000,Departamento,https://casas.trovit.com.pe/listing/venta-de-departamento-remodelado-a-solo-5-minutos-del-aeropuerto.7d573183-f3d1-4286-b453-f43a8eb893fc,3,Venta de departamento remodelado a solo 5 minutos del Aeropuerto.,1989
70m²,1,Agente DOMUS: Rossi,['Sin amoblar'],"Alameda de los Misioneros, Callao, Perú  Callao, Callao, Callao","Alameda de los Misioneros, Callao, Perú","[' Cerca de avenidas principales, ', ' Cerca de parques, ', ' Cerca de escuelas ']",S/.210.000,Departamento,https://casas.trovit.com.pe/listing/departamento-en-santa-rosa-callao.62e2306b-b405-4576-bec3-4bede2fcbf65,3,DEPARTAMENTO EN SANTA ROSA CALLAO,1985
141m²,3,"Departamento en venta de 140.97 m2, a media cuadra de la avenida EEUU, frente a una amplia rotonsa.",['Sin amoblar'],"Av. Estados Unidos, Arequipa, Perú  José Luis Bustamante y Rivero, Arequipa, Arequipa","Av. Estados Unidos, Arequipa, Perú",[' Cerca de avenidas principales '],US$105.000,Departamento,https://casas.trovit.com.pe/listing/departamento-en-venta-1er-piso-a-media-cuadra-aveeuu-jlbyr.03e25d5e-a40b-4746-a9c0-06df386d1b04,3,Departamento En Venta 1Er Piso A Media Cuadra Av.Eeuu Jlbyr,2013
150m²,2,¡BONITO TRIPLEX A LA VENTA! (INCLUYE TERRENO Y AIRES),[],"José Luis Bustamante y Rivero, Arequipa, Arequipa","José Luis Bustamante y Rivero, Arequipa, Arequipa",[' Cerca de parques '],US$99.000,Departamento,https://casas.trovit.com.pe/listing/venta-de-triplex-con-terreno-y-aires-cerca-av-eeuu-ovalo-la-apacheta-y-centro-cc-andres-avelino.ad51b694-7c7f-45b2-aea4-91da4f0fdfcd,3,Venta De Triplex Con Terreno Y Aires Cerca Av. Ee.Uu Ovalo La Apacheta Y Centro C.C Andres Avelino,2009
332m²,4,"Vive en una de las zonas más exclusivas de Cayma, con fácil acceso a las principales avenidas, centros comerciales y financieros.","['Armarios empotrados', 'Cochera', 'Vista panorámica', 'Cuarto de servicio', 'Terraza', 'Sin amoblar']","Urb. La Romero, Cayma, Perú  Morrope, Lambayeque, Lambayeque","Urb. La Romero, Cayma, Perú","[' Cerca de avenidas principales, ', ' Cerca de centros comerciales, ', ' Cerca de parques, ', ' Cerca de escuelas ']",US$295.000,Departamento,https://casas.trovit.com.pe/listing/en-venta-exclusivo-triplex-en-cayma-frente-a-parque.a9834e28-a078-43cb-9800-4791f61d9f1c,4,EN VENTA EXCLUSIVO TRIPLEX EN CAYMA FRENTE A PARQUE,2018
198m²,2,"Se vende casa de 2 pisos en la calle Sebastián Oneto, a 1 Cdra. Del cruce con la Av. Augusto B. Leguía, cerca al Estadio César Flores y a pocas cuadras de la Plaza de Armas de Lambayeque. Ideal no sólo para vivienda si no para adaptarlo a varios giros de negocio: Alquiler de habitaciones, hospedaje, oficinas y cualquier otro giro que la Municipalidad pueda dar la licencia respectiva.",['Sin amoblar'],"Sebastián Oneto 138, Lambayeque, Perú  Lambayeque, Lambayeque, Lambayeque","Sebastián Oneto 138, Lambayeque, Perú","[' Cerca de avenidas principales, ', ' Cerca de escuelas ']",US$98.000,Casa,https://casas.trovit.com.pe/listing/en-venta-casa-de-2-pisos-en-lambayeque.257c5080-d24a-43e6-a91f-7e69829997f0,8,EN VENTA CASA DE 2 PISOS EN LAMBAYEQUE,1970
248m²,6,"Hermosa casa de tres pisos con amplia cochera y piscina en venta, ubicada a media cuadra de la avenida Pedro Cieza de León y a una cuadra de la prolongación Bolognesi, construida bajo un concepto de espacios abiertos (Open Spaces), con finos acabados tomando en cuenta cada detalle, te permitirá atender a tus invitados en un ambiente cálido, además de disfrutar de una magnifica iluminación y una conexión con el exterior, desde cualquier rincón de la casa.",[],"Chiclayo, Lambayeque, Perú  Lambayeque, Lambayeque, Lambayeque","Chiclayo, Lambayeque, Perú",[],US$360.000,Casa,https://casas.trovit.com.pe/listing/vendo-hermosa-casa-con-piscina-y-cochera-urb-la-purisimacdelgado.eec12953-80a6-4573-b38c-8acce2559759,5,Vendo Hermosa Casa Con Piscina Y Cochera Urb La Purisima.C.Delgado,2007
290m²,4,"¿Estás buscando una casa que te brinde comodidad y confort? Esta casa para ti,",[],"Chiclayo, Lambayeque, Perú  Lambayeque, Lambayeque, Lambayeque","Chiclayo, Lambayeque, Perú",[],US$420.000,Casa,https://casas.trovit.com.pe/listing/casa-en-venta-en-la-urbanizacion-villa-del-norte-chiclayo-teneque.99112828-a12a-4d67-b969-403d38f170ae,6,Casa En Venta En La Urbanizacion Villa Del Norte Chiclayo T.Eneque,
60m²,1,"Vendo acogedora casita con bonitos acabados, amplia, ventilada y con excelente iluminación, ubicado en la Urb. Sol De La Alameda Real De Lambayeque II Etapa, zona tranquila para disfrutar del aire libre, de la tranquilidad que le brinda esta urbanización, cuenta con Parques, áreas Verdes, zona de alta valor inmobiliario, tu mejor inversión.",[],"Sol de la Alameda Real II Etapa, Lambayeque, Perú  Lambayeque, Lambayeque, Lambayeque","Sol de la Alameda Real II Etapa, Lambayeque, Perú",[],US$38.586,Casa,https://casas.trovit.com.pe/listing/casita-en-venta-en-urb-sol-de-la-alameda-de-lambayeque-ii-etapacmelendres.186555b2-c474-4f2d-bc0b-8b19d360c3d9,1,Casita En Venta En Urb. Sol De La Alameda De Lambayeque II Etapa.C.Melendres,2021
155m²,3,Gran departamento en primer piso con un area de 155 metros,"['Cochera', 'Internet', 'Parcialmente amoblado']","Calle José Maria Arguedas 111, Callao, Perú  La Perla, Callao, Callao","Calle José Maria Arguedas 111, Callao, Perú","[' Cerca de avenidas principales, ', ' Cerca del mar, ', ' Cerca de centros comerciales, ', ' Cerca de parques, ', ' Cerca de escuelas ']",US$119.500,Departamento,https://casas.trovit.com.pe/listing/venta-de-departamento-local-comercial.c3020d49-db9c-4312-a0a9-6693743e86b4,5,Venta De Departamento + Local Comercial,
76m²,2,"Venta departamento estreno La Perla, se encuentra en un Edificio con una arquitectura sobresaliente, cada detalle ha sido cuidadosamente seleccionado, con acabados de primera. En el primer nivel contará con un restaurante donde podrás disfrutar de los mejores platos en Pescados y Mariscos. El edificio es de 8 pisos 3 dormitorios (principal con baño completo) Lavandería Sala comedor espaciosa, con vista al balcón Cocina modelo kitchenette (con instalación con Gas natural), muebles altos y bajos (tablero de granito), isla con mesa de granito, todo con finos acabados. 2 baños completos Estacionamiento $12,000 (solo queda uno) No paga alcabala Independizado","['Gas natural', 'Vista panorámica', 'Terraza', 'Sin amoblar']","La Perla, Callao, Callao","La Perla, Callao, Callao","[' Cerca de avenidas principales, ', ' Cerca de centros comerciales, ', ' Cerca de parques, ', ' Cerca de escuelas ']",US$82.000,Departamento,https://casas.trovit.com.pe/listing/venta-departamento-estreno-la-perla.0857a6ac-26d0-426b-9c4e-88861e3be09d,3,VENTA DEPARTAMENTO ESTRENO LA PERLA,2021
70m²,2,"EL Departamento en La Perla es una gran oportunidad que no puede perder ya que es de estreno con vista exterior, cercano a parques, al supermercado Plaza Vea, y acceso a diferentes rutas de transporte que le permiten llegar a distritos como La Punta, San Miguel, Bellavista, Magdalena y otros distritos.","['Cochera', 'Gas natural', 'Tanque de agua', 'Sin amoblar']","La Perla, Callao, Callao","La Perla, Callao, Callao","[' Cerca de parques, ', ' Cerca de escuelas, ', ' Cerca de avenidas principales, ', ' Cerca de centros comerciales ']",US$112.000,Departamento,https://casas.trovit.com.pe/listing/venta-de-departamento-en-la-perla.b39cd6dc-574b-443d-9a52-73c818484bfa,3,Venta De Departamento En La Perla,2020
73m²,1,VENTA DE DEPARTAMENTO EN LA PERLA,['Sin amoblar'],"Jr. Atahualpa 890, La Perla, Callao, Perú  La Perla, Callao, Callao","Jr. Atahualpa 890, La Perla, Callao, Perú","[' Cerca de parques, ', ' Cerca de escuelas ']",US$65.000,Departamento,https://casas.trovit.com.pe/listing/venta-de-departamento-en-la-perla.dd61791a-4929-4fd2-a406-6cf667ca3253,2,VENTA DE DEPARTAMENTO EN LA PERLA,1993
55m²,1,"Se vende departamento en Alameda Picasso, Urb. Benjamín Doig, La Perla Callao","['Armarios empotrados', 'Cocina equipada', 'Sin amoblar']","La Perla, Callao, Callao","La Perla, Callao, Callao","[' Cerca de avenidas principales, ', ' Cerca de centros comerciales, ', ' Cerca de parques, ', ' Cerca de escuelas ']",US$50.000,Departamento,https://casas.trovit.com.pe/listing/se-vende-departamento-en-alameda-picasso-la-perla-callao.c4e07922-6dcb-4063-a419-a563d1b8c5fa,2,"SE VENDE DEPARTAMENTO EN ALAMEDA PICASSO, LA PERLA CALLAO",2002
76m²,2,Departamento de estreno en la Perla Alta. ⁣,"['Balcón', 'Cocina equipada', 'Internet']","Pasaje España 502, La Perla, Callao, Perú  La Perla, Callao, Callao","Pasaje España 502, La Perla, Callao, Perú","[' Cerca de avenidas principales, ', ' Cerca de parques ']",US$82.000,Departamento,https://casas.trovit.com.pe/listing/venta-de-amplio-departamento-en-estreno-no-paga-alcabala-ultimos-3-departamentos.6d5ac947-d3af-46a8-a72a-6ece8c9c4614,3,Venta de Amplio Departamento en Estreno - No Paga Alcabala- Últimos 3 Departamentos,
293m²,4,"Frente a parque, a dos cuadras de la Avenida La Marina, se vende amplia casa de dos plantas más departamento independiente y aires en el cuarto piso.","['Armarios empotrados', 'Cochera', 'Patio', 'Sin amoblar']","Calle Lago Hurón, Ur. Benjamin Doig Etapa Ii, La Perla, Callao, 07016, PER  La Perla, Callao, Callao","Calle Lago Hurón, Ur. Benjamin Doig Etapa Ii, La Perla, Callao, 07016, PER",[],US$250.000,Casa,https://casas.trovit.com.pe/listing/venta-casa-y-departamento-en-la-perla-cerca-de-la-avenida-la-marina.c15d1753-827f-4fe0-8246-6bbca1c45684,6,"Venta casa y departamento en La Perla, cerca de la Avenida La Marina.",1986
87m²,1,🏠 ¡Oportunidad única!,['Sin amoblar'],"Duilio Poggi, La Perla, Perú  La Perla, Callao, Callao","Duilio Poggi, La Perla, Perú",[],US$68.000,Departamento,https://casas.trovit.com.pe/listing/bajo-de-precio-acogedor-y-muy-seguro-departamento.f7b2ac19-7e26-44c6-9bcc-646415f13218,2,BAJO DE PRECIO - ACOGEDOR Y MUY SEGURO DEPARTAMENTO,2013
76m²,2,Departamento de estreno en la Perla Alta. ⁣,"['Balcón', 'Armarios empotrados', 'Cocina equipada']","Jirón España 502, Cuadra 5, Ur. La Perla, La Perla, Callao, 07016, PER  La Perla, Callao, Callao","Jirón España 502, Cuadra 5, Ur. La Perla, La Perla, Callao, 07016, PER","[' Cerca de avenidas principales, ', ' Cerca de centros comerciales, ', ' Cerca de escuelas ']",US$82.000,Departamento,https://casas.trovit.com.pe/listing/venta-de-departamento-en-la-perla-alta-callao-estreno.44f5d597-45a8-45a8-9075-b25f82beee9d,3,Venta de Departamento en la Perla Alta - Callao. Estreno,
417m²,6,"Venta de excelente casa en la Perla, ideal para familia grande o para inversionista, consta de:","['Cochera', 'Cocina equipada', 'Jacuzzi', 'Gas natural', 'Vista panorámica', 'Cuarto de servicio', 'Sin amoblar']","Calle Ramón Zavala 945, La Perla, Callao, Perú  La Perla, Callao, Callao","Calle Ramón Zavala 945, La Perla, Callao, Perú","[' Cerca de avenidas principales, ', ' Cerca del mar, ', ' Cerca de centros comerciales ']",US$230.000,Casa,https://casas.trovit.com.pe/listing/se-vende-casa-en-la-perla.25017038-e904-49e5-86a8-95d23aa5f7dc,9,Se Vende Casa en La Perla,1992
39m²,1,"Departamento áreas sociales, piscina, parrilla gimnasio, a una cdra del malecón, bodegas, hospital, comisaría.","['Tanque de agua', 'Sin amoblar']","Av. La Paz 1226, La Perla, Perú  La Perla, Callao, Callao","Av. La Paz 1226, La Perla, Perú","[' Cerca de avenidas principales, ', ' Cerca del mar, ', ' Cerca de centros comerciales, ', ' Cerca de parques, ', ' Cerca de escuelas ']",US$43.000,Departamento,https://casas.trovit.com.pe/listing/departamento-a-una-cdra-del-malecon-la-perla-1-dorm-costanera.03a1c9b2-0c1a-466a-8d67-785652aaadcf,1,Departamento a una cdra del Malecón La Perla 1 dorm Costanera,
220m²,7,Oportunidad en La Perla,[],"Jirón Lima & Jirón Atahualpa, La Perla, Perú  La Perla, Callao, Callao","Jirón Lima & Jirón Atahualpa, La Perla, Perú",[],US$120.000,Casa,https://casas.trovit.com.pe/listing/casa-en-esquina-en-venta-en-la-perla.c7475bd8-e4ae-4bfc-8275-0c4cfb24fd37,7,CASA EN ESQUINA EN VENTA EN LA PERLA,1970
52m²,1,Se vende departamento en La Perla Alta - Callao - ESTRENO,"['Balcón', 'Cochera', 'Vista panorámica', 'Sin amoblar']","La Perla, Callao, Callao","La Perla, Callao, Callao","[' Cerca de avenidas principales, ', ' Cerca de centros comerciales, ', ' Cerca de escuelas, ', ' Cerca del mar, ', ' Cerca de parques ']",S/.207.999,Departamento,https://casas.trovit.com.pe/listing/se-vende-departamento-la-perla-alta-callao-3er-piso-estreno.0cc66318-36c6-4bfb-bb53-26188b9acc4f,2,Se vende departamento La Perla Alta Callao 3er piso estreno,2020
85m²,2,"VENDO UN LINDO DEPARTAMENTO EN PRIMER PISO, EN LA URB. AZTETE ESPALDA DEL MINISTERIO DE LA NAVAL .","['Armarios empotrados', 'Cocina equipada', 'Terraza', 'Tanque de agua', 'Permite mascotas', 'Sin amoblar']","urbanización astete, Boca Del Río 170, La Perla, Perú  La Perla, Callao, Callao","urbanización astete, Boca Del Río 170, La Perla, Perú","[' Cerca de avenidas principales, ', ' Cerca de centros comerciales, ', ' Cerca de parques, ', ' Cerca de escuelas ']",US$110.000,Departamento,https://casas.trovit.com.pe/listing/bajo-de-precio-vendo-un-lindo-departamento-en-primer-piso-semi-nuevo-en-la-urb-aztete.1fe2b8cc-eb6f-4bb9-93d2-fa31ff84edff,2,BAJO DE PRECIO! VENDO UN LINDO DEPARTAMENTO EN PRIMER PISO SEMI NUEVO EN LA URB. AZTETE,2015
115m²,3,Se vende departamentos estreno en La Perla Callao,['Cocina equipada'],"La Perla, Callao, Callao","La Perla, Callao, Callao","[' Cerca de avenidas principales, ', ' Cerca de centros comerciales, ', ' Cerca de parques, ', ' Cerca de escuelas ']",US$125.000,Departamento,https://casas.trovit.com.pe/listing/venta-de-departamento-estreno-en-la-perla-callao.4f3830b2-0315-4c12-9b03-38b23809383c,3,VENTA DE DEPARTAMENTO ESTRENO EN LA PERLA - CALLAO,
220m²,2,"¡Descubre este encantador departamento en La Perla, ubicado en la urbanización La Macarena! En un edificio de solo 4 departamentos, este se encuentra en el cuarto piso, ofreciéndote una amplia área de 110 M2 más 110 M2 de aires, para un total de 220 M2.","['Balcón', 'Sin amoblar']","Calle Barcelona 139, La Perla, Callao, Perú  La Perla, Callao, Callao","Calle Barcelona 139, La Perla, Callao, Perú","[' Cerca de avenidas principales, ', ' Cerca del mar, ', ' Cerca de centros comerciales, ', ' Cerca de parques, ', ' Cerca de escuelas ']",US$132.000,Departamento,https://casas.trovit.com.pe/listing/se-vende-departamento-en-la-perla.5e4f37c0-e344-467a-b6f7-f352d294903f,3,Se Vende Departamento en La Perla,2011
178m²,2,DEPARTAMENTO 4TO PISO MAS AIRES,[],"Lambayeque, La Perla, Callao, Perú  La Perla, Callao, Callao","Lambayeque, La Perla, Callao, Perú",[],US$168.000,Departamento,https://casas.trovit.com.pe/listing/venta-departamento-4to-piso-mas-aires.767abc4f-d8f3-429b-97f3-2c420374cb30,4,Venta Departamento 4To Piso Mas Aires,2008
77m²,2,"Buscas un departamento en La Molina, excelente ubicación cerca a colegios, centros comerciales y acceso rápido a avenidas principales como Javier Prado y PRECIO INSUPERABLE","['Cochera', 'Cuarto de servicio']","La Molina, Lima, Lima","La Molina, Lima, Lima","[' Cerca de centros comerciales, ', ' Cerca de parques ']",US$113.000,Departamento,https://casas.trovit.com.pe/listing/en-venta-lindo-departamento-en-la-molina-a-un-precio-insuperable.5c401896-759d-4178-84c9-f04eae14fa54,3,"EN VENTA LINDO DEPARTAMENTO EN LA MOLINA, A UN PRECIO INSUPERABLE",2008
155m²,2,"Se VENDE Amplio y Acogedor Departamento en Zona Residencial de San Miguel, ubicado en la Urb. Arboleda de Maranga, muy cerca a principales avenidas, tales como: Av. Insurgentes, Av. La Marina, Av. Libertad, Av, La Paz, con acceso a diversos Trasportes Públicos; así como la cercanía a los principales Centros Comerciales OPEN PLAZA y CC SAN MIGUEL,, Super marktet ( Metro, Tottus) ,alrededor se encuentran mercados municipales, farmacias, salones de belleza, un hermoso parque recreacional donde se encuentra ubicada una caseta de Vigilancia de Serenazgo 24 horas.","['Cochera', 'Sin amoblar']","La Perla, Callao, Callao","La Perla, Callao, Callao","[' Cerca de avenidas principales, ', ' Cerca de centros comerciales, ', ' Cerca de parques, ', ' Cerca de escuelas ']",US$145.000,Departamento,https://casas.trovit.com.pe/listing/venta-de-acogedor-departamento-en-zona-residencial-de-san-miguel.331357a0-68ed-4d78-8fc0-12af6a37a3fa,3,Venta De Acogedor Departamento En Zona Residencial De San Miguel,1973
122m²,3,ASESORA LILIAN DIAZ,[],"Jr. Valladolid 200, La Molina, Perú  La Molina, Lima, Lima","Jr. Valladolid 200, La Molina, Perú",[],US$215.000,Departamento,https://casas.trovit.com.pe/listing/se-vende-departamento-en-mayogazgo-limite-con-la-molina.3b61d2a1-0e72-4458-9189-9f71aaf6d48b,3,Se Vende Departamento en Mayogazgo Limite con La Molina,
263m²,3,Nuevo Ingreso!,"['Balcón', 'Armarios empotrados', 'Cochera', 'Cocina equipada', 'Chimenea', 'Internet', 'Vista panorámica', 'Cuarto de servicio', 'Terraza', 'Agua', 'Tanque de agua', 'Patio', 'Permite mascotas', 'Permite niños', 'Sin amoblar']","La Molina, Lima, Lima","La Molina, Lima, Lima","[' Cerca de avenidas principales, ', ' Cerca del mar, ', ' Cerca de centros comerciales, ', ' Cerca de parques, ', ' Cerca de escuelas ']",US$500.000,Casa,https://casas.trovit.com.pe/listing/vendo-linda-casa-en-la-molina.18c56e30-e3d3-11ed-8f86-3b268e1609c2,3,VENDO LINDA CASA EN LA MOLINA,2010
127m²,1,"ILUMINADO DEPARTAMENTO DÚPLEX EN VENTA, LA MOLINA","['Cochera', 'Cuarto de servicio']","La Molina, Lima, Lima","La Molina, Lima, Lima",[' Cerca de avenidas principales '],US$150.000,Departamento,https://casas.trovit.com.pe/listing/iluminado-departamento-duplex-en-venta-la-molina.6f68865a-614b-4d46-8af2-62b8baba6960,3,"ILUMINADO DEPARTAMENTO DÚPLEX EN VENTA, LA MOLINA",2000
151m²,2,"Venta de atractivo Dúplex... en La Molina, en el tercer piso. Consta de sala, comedor, 2 dormitorios con closet, 1 baño y 1/2 baño de visita. En la terraza, se encuentran 2 dormitorios adicionales, baño amplio, lavandería, baño con tina, patio amplio y parrilla familiar. El departamento cuenta con 2 cocheras techadas dentro de la propiedad. Ubicado en una zona tranquila y familiar, cerca de avenidas, supermercados, tiendas y universidad. El departamento se encuentra en buen estado y conservado, listo para ser habitado. ¡Una excelente oportunidad de inversión en La Molina!",[],"La Molina, Lima, Lima","La Molina, Lima, Lima",[],US$260.000,Departamento,https://casas.trovit.com.pe/listing/venta-de-duplex-la-molina.0feec904-f8ce-42fc-a36f-1e04db367a1a,4,Venta De Duplex - La Molina,2005
234m²,3,"Venta de Departamento + Aires, La Molina 🏢🌳","['Armarios empotrados', 'Vista panorámica', 'Cuarto de servicio', 'Terraza']","Av. Los Ingenieros 435, Santa Patricia 3 Etapa, La Molina, Perú  La Molina, Lima, Lima","Av. Los Ingenieros 435, Santa Patricia 3 Etapa, La Molina, Perú","[' Cerca de avenidas principales, ', ' Cerca de parques, ', ' Cerca de escuelas ']",US$260.000,Departamento,https://casas.trovit.com.pe/listing/venta-departamento-aires-santa-patricia-la-molina.76f12d86-543d-4135-9c43-623d133b7f9e,3,"Venta Departamento + Aires, Santa Patricia, La Molina 🏢🌳",
90m²,2,"Departamento en Venta, Urb. Covima, La Molina 🏢🌳","['Armarios empotrados', 'Cochera', 'Vista panorámica', 'Cuarto de servicio']","La Molina, Lima, Lima","La Molina, Lima, Lima","[' Cerca de avenidas principales, ', ' Cerca de parques, ', ' Cerca de escuelas ']",US$120.000,Departamento,https://casas.trovit.com.pe/listing/departamento-cestac-en-venta-urb-covima-la-molina.b7bf03f0-ff32-11ed-99ad-ff61f554518b,3,"Departamento c/estac en Venta, Urb. Covima, La Molina",
110m²,2,"VENTA DE DEPARTAMENTO EN ALAMEDA DEL CORREGIDOR – LA MOLINA, ubicado a 3 cuadras de la Av. Los Fresnos y a 5 min de la Facultad de Derecho de la Universidad San Martín.",['Cuarto de servicio'],"Alameda del Corregidor, Urb Portada del Sol, La Molina, Perú  La Molina, Lima, Lima","Alameda del Corregidor, Urb Portada del Sol, La Molina, Perú","[' Cerca de avenidas principales, ', ' Cerca de centros comerciales ']",US$175.000,Departamento,https://casas.trovit.com.pe/listing/venta-de-departamento-en-alameda-del-corregidor-la-molina.7fdface7-499f-407d-9ac2-3f823ddf3ed3,3,Venta de Departamento en Alameda del Corregidor - La Molina,
140m²,3,Vendo Espectacular Departamento Flat.,"['Armarios empotrados', 'Cochera', 'Cocina equipada', 'Internet', 'Cuarto de servicio', 'Permite mascotas', 'Permite niños', 'Sin amoblar']","La Molina, Lima, Lima","La Molina, Lima, Lima","[' Cerca de avenidas principales, ', ' Cerca de centros comerciales, ', ' Cerca de parques, ', ' Cerca de escuelas ']",US$330.000,Departamento,https://casas.trovit.com.pe/listing/departamento-de-lujo-la-molina.9f295620-d55b-11ed-b9ba-3d7ce2905c4f,3,Departamento de Lujo La Molina,2014
115m²,2,"Adquiera hoy un bonito y acogedor departamento de 115.87 m2 bien distribuidos en un edificio de solo 3 departamentos, uno por piso, se encuentra en una zona muy tranquila cerca del Ovalo Avelino Cáceres, de las Av. Flora Tristán, Javier Prado y La Fontana, se encuentra en tercera planta con escaleras descansadas, es exterior, muy luminoso y ventilado, con amplia sala - comedor, cocina independiente con muebles altos y bajos, tiene 3 habitaciones, la habitación principal cuenta con closets de melamina de pared a pared, en total tiene 1 baño completo y un medio baño para visitas, tiene instalaciones para lavadora y therma, cuenta con pisos de cerámica y está a solo $132,000.-",['Sin amoblar'],"La Molina, Lima, Lima","La Molina, Lima, Lima",[],US$132.000,Departamento,https://casas.trovit.com.pe/listing/se-vende-bonito-y-luminoso-departamento-en-santa-patricia-etapa-2-la-molina.fecb6f75-af21-4757-8d58-1b3d43f1525d,3,Se Vende Bonito Y Luminoso Departamento En Santa Patricia – Etapa 2 - La Molina!!,2001
164m²,2,"Moderno condominio de 18 departamentos con ascensor para discapacitados Urb. La Molina Vieja y vigilancia 24 horas cerca a parque, moderno, con luz natural, con buena distribución.",['Sin amoblar'],"Alameda del Corregidor, La Molina, Perú  La Molina, Lima, Lima","Alameda del Corregidor, La Molina, Perú",[],US$285.000,Departamento,https://casas.trovit.com.pe/listing/bello-departamento-flat-en-condominio-con-buena-distribucion-luz-natural-moderno-con-terraza-cerca-a-parque-impecable-cerca-a-centro-comercial-molina-plaza.f30b7651-f437-4df8-9b02-255de28676e5,3,"BELLO DEPARTAMENTO FLAT EN CONDOMINIO, CON BUENA DISTRIBUCION, LUZ NATURAL, MODERNO, CON TERRAZA, CERCA A PARQUE, IMPECABLE, CERCA A CENTRO COMERCIAL MOLINA PLAZA",2020
270m²,3,"Rebajado!! Vendo casa cerca a parque!! en condominio tranquilo, con vigilante, a pocos metros de un amplio y bonito parque.","['Armarios empotrados', 'Cochera', 'Cocina equipada', 'Cuarto de servicio', 'Terraza', 'Permite mascotas', 'Sin amoblar']","Jirón Los Químicos 240-298, Cuadra 2, Ur. La Riviera De Monterrico Etapa I, La Molina, Lima, 15012, PER  La Molina, Lima, Lima","Jirón Los Químicos 240-298, Cuadra 2, Ur. La Riviera De Monterrico Etapa I, La Molina, Lima, 15012, PER",[' Cerca de parques '],US$400.000,Casa,https://casas.trovit.com.pe/listing/se-vende-casa-en-condominio.758aafb4-d7d5-4463-aa86-aaa46467755b,5,Se vende casa en condominio,1980
256m²,5,VENDO CASA DE 2 PISOS EN LA MOLINA,"['Armarios empotrados', 'Cochera', 'Cuarto de servicio', 'Terraza', 'Agua', 'Patio', 'Sin amoblar']","Santa Felicia, La Molina, Perú  La Molina, Lima, Lima","Santa Felicia, La Molina, Perú",[' Cerca de parques '],US$399.000,Casa,https://casas.trovit.com.pe/listing/vendo-casa-de-2-pisos-en-la-molina-calle-los-economos-urb-santa-felicia.e1906478-5745-4c36-b66b-02d457449068,7,VENDO CASA DE 2 PISOS EN LA MOLINA - CALLE LOS ECONOMOS - URB. SANTA FELICIA,1990
100m²,2,"Vendo lindo dpto tipo casita, 1 piso, frente a parque, zona cerrada, 5 dptos en total, vista a la calle, cuenta con sala, comedor, terraza pequeña, sala de estar, 2 dormitorios 2 baños, cocina, lavandería, cuarto y baño de servicio, 1 cochera. cerca a centro comercial, bancos etc.","['Cochera', 'Cuarto de servicio', 'Terraza', 'Sin amoblar']","Calle Las Copaibas, Ur. El Remanso, La Molina, Lima, 15024, PER  La Molina, Lima, Lima","Calle Las Copaibas, Ur. El Remanso, La Molina, Lima, 15024, PER",[' Cerca de parques '],US$210.000,Departamento,https://casas.trovit.com.pe/listing/ocasion-vendo-departamento-tipo-casita-frente-a-parque-remanso.f06a8be9-731c-4ed6-bb63-2d3d3862d208,2,OCASION!! Vendo departamento tipo casita frente a parque- Remanso,2000
